data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-01-02 13:11:57.666387;955;Rio de Janeiro;Pedro Pereira;Notebook;Betty Tiscareno;feminino;cartão de crédito
2025-01-03 04:37:50.382137;956;Porto Alegre;Mário Silva;Tablet ZetaPhone;Matilda Johnson;feminino;espécie
2025-01-03 05:41:49.498548;957;Rio de Janeiro;Juliana Oliveira;Notebook;Mark Gibson;masculino;cartão de débito
2025-01-03 07:40:56.433503;958;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Armando Fuqua;masculino;cartão de débito
2025-01-03 08:32:58.804987;959;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Matthew Kearns;masculino;cartão de débito
2025-01-04 06:35:55.522975;960;São Paulo;Lucas Pereira;Fone ZetaAudio;Adam Whitaker;masculino;espécie
2025-01-04 07:16:49.852186;961;Rio de Janeiro;Juliana Oliveira;Notebook;George Engel;masculino;cartão de crédito
2025-01-04 10:24:57.458668;962;Porto Alegre;Mário Silva;Notebook;Ryan Browen;masculino;espécie
2025-01-04 13:27:51.326458;963;Florianópolis;Jorge Ferreira;Notebook;Laurie Knights;feminino;espécie
2025-01-04 13:38:50.905109;964;Porto Alegre;Mário Silva;Notebook;Glen Glass;masculino;cartão de débito
2025-01-05 05:29:57.692374;965;São Paulo;Ana Oliveira;Fone ZetaAudio;Angela Skinner;feminino;espécie
2025-01-05 06:46:54.007805;966;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;Karen Kelley;feminino;cartão de crédito
2025-01-05 07:51:00.417609;967;Florianópolis;Jorge Ferreira;Tablet ZetaPhone;Jim Ayers;masculino;pix
2025-01-05 08:32:53.252120;968;Florianópolis;Gustavo Lima;Fone ZetaAudio;Christopher Seymour;masculino;pix
2025-01-05 09:47:00.919173;969;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Sharon Mclain;feminino;cartão de débito
2025-01-05 13:57:53.564385;970;Florianópolis;Jorge Ferreira;Notebook;Felecia Mcnatt;feminino;boleto
2025-01-05 14:14:56.872991;971;Florianópolis;Gustavo Lima;Fone ZetaAudio;Robert Bonaccorsi;masculino;espécie
2025-01-05 15:24:59.748159;972;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Bobbie Perry;masculino;pix
2025-01-06 05:01:01.272651;973;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Carolyn Smith;feminino;cartão de débito
2025-01-06 07:53:52.874224;974;Porto Alegre;Mário Silva;Tablet ZetaPhone;Gordon Mcentegart;masculino;cartão de débito
2025-01-06 09:10:55.275915;975;Porto Alegre;Mário Silva;Smartwatch ZetaWatch;Timothy Twichell;masculino;espécie
2025-01-06 10:20:59.856646;976;Belo Horizonte;Carlos Silva;Notebook;Myrna Strickland;feminino;cartão de crédito
2025-01-06 11:47:53.559407;977;Rio de Janeiro;Pedro Pereira;Notebook;Theresa Walters;feminino;boleto
2025-01-06 12:24:56.272671;978;Belo Horizonte;Fernanda;Smartphone ZetaPhone Universal;Jasper Elder;masculino;cartão de débito
2025-01-07 04:56:54.227031;979;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Willie Mccardle;masculino;cartão de crédito
2025-01-07 05:04:00.566719;980;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Morgan Stewart;feminino;cartão de débito
2025-01-07 07:44:52.982163;981;Porto Alegre;Robson Souza;Notebook;James Shelton;masculino;cartão de débito
2025-01-07 08:16:00.519103;982;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Tina Dow;feminino;espécie
2025-01-07 10:04:53.225626;983;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Beverly Hoeppner;feminino;espécie
2025-01-07 13:35:58.274416;984;São Paulo;Ana Oliveira;Tablet ZetaPhone;Sarah Marrero;feminino;cartão de crédito
2025-01-08 08:54:55.561338;985;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;David Reifsnyder;masculino;boleto
2025-01-08 09:43:52.046978;986;Porto Alegre;Robson Souza;Notebook;William Gannaway;masculino;espécie
2025-01-08 12:13:55.650998;987;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Michelle Matthews;feminino;cartão de crédito
2025-01-08 12:58:00.433443;988;São Paulo;Ana Oliveira;Notebook;Edward Gonzalez;masculino;cartão de crédito
2025-01-08 13:49:59.681736;989;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Keith Magelssen;masculino;espécie
2025-01-08 15:02:54.503225;990;Belo Horizonte;Fernanda;Fone ZetaAudio;Mark Telfer;masculino;cartão de débito
2025-01-09 05:13:53.219075;991;Florianópolis;Gustavo Lima;Notebook;Cheryl Loomis;feminino;cartão de crédito
2025-01-09 05:18:49.708865;992;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Christopher Quigley;masculino;espécie
2025-01-09 07:48:58.437775;993;Belo Horizonte;Fernanda;Notebook;Kathy Brown;feminino;espécie
2025-01-09 10:09:53.452008;994;Belo Horizonte;Fernanda;Notebook;Craig Roberts;masculino;pix
2025-01-09 10:23:49.769617;995;Belo Horizonte;Fernanda;Tablet ZetaPhone;Leslie Bentz;feminino;espécie
2025-01-09 13:13:00.772114;996;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Doris Huff;feminino;pix
2025-01-09 14:11:54.563829;997;Porto Alegre;Mário Silva;Tablet ZetaPhone;Sandra Bertram;feminino;espécie
2025-01-09 15:25:51.799209;998;São Paulo;Lucas Pereira;Notebook;Derek Ramirez;masculino;pix
2025-01-10 05:04:52.104988;999;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Robert Boeck;masculino;boleto
2025-01-10 05:10:55.325970;1000;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Shauna Hill;feminino;boleto
2025-01-10 06:00:59.212409;1001;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Linda Woods;feminino;cartão de crédito
2025-01-10 06:48:00.721373;1002;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Linda Wasden;feminino;pix
2025-01-10 11:38:58.552749;1003;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Michelle Boudreaux;feminino;pix
2025-01-10 11:53:55.836919;1004;Belo Horizonte;Carlos Silva;Notebook;Karen Horton;feminino;espécie
2025-01-10 12:57:57.457805;1005;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Maria Shoemaker;feminino;cartão de crédito
2025-01-10 14:22:52.982742;1006;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Joshua Hayhoe;masculino;cartão de crédito
2025-01-10 14:45:58.388754;1007;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;James Oshita;masculino;cartão de crédito
2025-01-10 14:58:58.701559;1008;Porto Alegre;Robson Souza;Fone ZetaAudio;Jaime Klein;masculino;cartão de crédito
2025-01-10 15:07:00.038712;1009;São Paulo;Ana Oliveira;Tablet ZetaPhone;Dorothy Hamilton;feminino;pix
2025-01-11 06:26:52.694171;1010;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Victor Munday;masculino;cartão de débito
2025-01-11 06:55:52.815794;1011;Rio de Janeiro;Pedro Pereira;Notebook;Dale Lloyd;masculino;cartão de débito
2025-01-11 09:05:00.480260;1012;Rio de Janeiro;Juliana Oliveira;Notebook;Robin Evangelista;feminino;cartão de crédito
2025-01-11 11:14:57.757960;1013;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Terese Manheim;feminino;espécie
2025-01-11 12:26:53.923625;1014;Belo Horizonte;Carlos Silva;Notebook;Stephan White;masculino;boleto
2025-01-11 12:29:54.424379;1015;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Edward Valenzuela;masculino;espécie
2025-01-11 12:37:55.843846;1016;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Garrett Whitfield;masculino;pix
2025-01-11 14:07:50.794461;1017;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;Jennifer Cooper;feminino;pix
2025-01-11 14:21:50.735706;1018;Porto Alegre;Robson Souza;Fone ZetaAudio;Kim Beatty;feminino;pix
2025-01-11 14:24:53.646975;1019;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Kenneth Ables;masculino;boleto
2025-01-11 15:01:58.720574;1020;São Paulo;Ana Oliveira;Fone ZetaAudio;Amanda Hayes;feminino;cartão de débito
2025-01-12 08:15:50.026819;1021;São Paulo;Lucas Pereira;Notebook;Kenneth Stassinos;masculino;cartão de crédito
2025-01-12 10:24:51.021405;1022;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Katherine Sanabria;feminino;pix
2025-01-12 12:15:50.381314;1023;Belo Horizonte;Fernanda;Smartphone ZetaPhone Universal;Thomas Johnson;masculino;cartão de débito
2025-01-12 13:34:53.027525;1024;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Rosalind Romero;feminino;cartão de crédito
2025-01-12 13:37:58.669024;1025;Porto Alegre;Mário Silva;Notebook;Nancy Martinez;feminino;cartão de crédito
2025-01-12 13:54:50.895130;1026;Belo Horizonte;Fernanda;Notebook;Ben Murphy;masculino;boleto
2025-01-12 14:50:53.327238;1027;Florianópolis;Jorge Ferreira;Tablet ZetaPhone;Kathy Mitchell;feminino;espécie
2025-01-12 15:25:00.888415;1028;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Donald Hayes;masculino;cartão de débito
2025-01-13 04:26:55.839798;1029;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Rogelio Dobbs;masculino;cartão de débito
2025-01-13 06:51:51.649784;1030;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Roger Lundy;masculino;boleto
2025-01-13 08:15:50.095027;1031;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Alejandra Labelle;feminino;cartão de débito
2025-01-13 14:01:57.696489;1032;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Manuel Hernandez;masculino;boleto
2025-01-14 04:36:59.756819;1033;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Mary Rodriguez;feminino;espécie
2025-01-14 06:37:54.338937;1034;Rio de Janeiro;Pedro Pereira;Fone ZetaAudio;John Skipper;masculino;cartão de débito
2025-01-14 07:51:55.139045;1035;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Randy Lingbeek;masculino;cartão de débito
2025-01-14 08:44:01.237321;1036;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;Donald Brewer;masculino;pix
2025-01-14 11:03:51.144028;1037;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Hazel Lisonbee;feminino;cartão de débito
2025-01-14 12:20:59.383455;1038;Belo Horizonte;Fernanda;Notebook;Linda Vela;feminino;cartão de crédito
2025-01-14 12:27:58.668541;1039;Belo Horizonte;Fernanda;Smartphone ZetaPhone Universal;Wilma Diaz;feminino;boleto
2025-01-14 12:40:50.942583;1040;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Marsha Newell;feminino;cartão de débito
2025-01-14 12:41:53.924430;1041;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Donald Smith;masculino;pix
2025-01-14 14:25:55.084403;1042;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;Paul Alvarado;masculino;pix
2025-01-14 15:15:00.468412;1043;Porto Alegre;Mário Silva;Notebook;James Militello;masculino;cartão de débito
2025-01-15 04:50:58.939496;1044;Florianópolis;Gustavo Lima;Fone ZetaAudio;Anna Quackenbush;feminino;pix
2025-01-15 05:28:57.514692;1045;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;James Cantrell;masculino;espécie
2025-01-15 07:33:00.918005;1046;São Paulo;Lucas Pereira;Notebook;Robert Roberts;masculino;cartão de crédito
2025-01-15 10:27:56.935572;1047;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Kayla Blair;feminino;cartão de débito
2025-01-15 10:48:57.112417;1048;São Paulo;Ana Oliveira;Tablet ZetaPhone;Lenora Lee;feminino;boleto
2025-01-15 12:02:00.952686;1049;Porto Alegre;Robson Souza;Fone ZetaAudio;Christine Cummings;feminino;espécie
2025-01-15 12:09:49.598174;1050;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;Nick Walker;masculino;cartão de débito
2025-01-15 12:52:58.517692;1051;Porto Alegre;Robson Souza;Tablet ZetaPhone;Jesus Rogers;masculino;boleto
2025-01-15 15:14:54.209955;1052;Florianópolis;Jorge Ferreira;Notebook;Sybil Gilpatrick;feminino;cartão de débito
2025-01-16 05:59:57.982909;1053;Belo Horizonte;Fernanda;Notebook;Frank Olmstead;masculino;cartão de crédito
2025-01-16 08:54:50.893649;1054;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Rhonda Miller;feminino;cartão de débito
2025-01-16 09:04:53.881566;1055;Porto Alegre;Mário Silva;Smartwatch ZetaWatch;Robert Poynter;masculino;pix
2025-01-16 11:33:55.722717;1056;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Stephanie Merritt;feminino;boleto
2025-01-16 12:07:59.457676;1057;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Hanna Queen;feminino;boleto
2025-01-16 14:30:59.531056;1058;Porto Alegre;Mário Silva;Tablet ZetaPhone;Kevin Rezentes;masculino;boleto
2025-01-17 05:12:00.947707;1059;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Rose Tuck;feminino;espécie
2025-01-17 07:15:53.506771;1060;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Raymond Ingraham;masculino;espécie
2025-01-17 08:35:00.169936;1061;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Randy Amaya;masculino;pix
2025-01-17 09:16:53.354886;1062;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Ellen Shoaf;feminino;boleto
2025-01-17 09:21:52.623750;1063;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Miranda Perkins;feminino;cartão de crédito
2025-01-17 10:03:52.818547;1064;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Jules Minteer;masculino;boleto
2025-01-17 14:36:53.942510;1065;Florianópolis;Gustavo Lima;Tablet ZetaPhone;April Marsh;feminino;espécie
2025-01-18 06:55:55.722237;1066;Belo Horizonte;Fernanda;Notebook;Maurice Hansen;masculino;espécie
2025-01-18 07:34:57.979412;1067;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Carl Wheaton;masculino;cartão de crédito
2025-01-18 09:37:54.291099;1068;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;James Pate;masculino;pix
2025-01-18 10:04:57.597617;1069;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Loyd Schmidt;masculino;cartão de crédito
2025-01-18 11:57:52.122907;1070;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Katie Davis;feminino;cartão de crédito
2025-01-18 13:32:51.265584;1071;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Ella Downs;feminino;cartão de crédito
2025-01-18 14:21:53.215629;1072;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;Erwin Marshall;masculino;espécie
2025-01-19 12:03:54.117082;1073;São Paulo;Ana Oliveira;Tablet ZetaPhone;Arthur Recalde;masculino;cartão de crédito
2025-01-19 14:07:57.812699;1074;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Brian Franks;masculino;cartão de crédito
2025-01-19 15:11:54.426199;1075;Porto Alegre;Robson Souza;Tablet ZetaPhone;Deborah Smith;feminino;cartão de crédito
2025-01-19 15:22:50.900204;1076;São Paulo;Ana Oliveira;Tablet ZetaPhone;Jose Klein;masculino;cartão de débito
2025-01-20 07:04:55.260544;1077;São Paulo;Lucas Pereira;Notebook;Jennifer Harrington;feminino;cartão de crédito
2025-01-20 10:28:54.733910;1078;Belo Horizonte;Carlos Silva;Notebook;Matthew Conner;masculino;pix
2025-01-20 14:09:53.266717;1079;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Christopher Treaster;masculino;espécie
2025-01-21 04:40:55.521420;1080;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Rebecca Hyde;feminino;espécie
2025-01-21 04:52:54.734326;1081;Rio de Janeiro;Pedro Pereira;Notebook;Christopher Sage;masculino;cartão de débito
2025-01-21 06:09:53.249944;1082;Porto Alegre;Mário Silva;Fone ZetaAudio;Barbara Payne;feminino;cartão de débito
2025-01-21 06:48:53.326425;1083;Porto Alegre;Robson Souza;Tablet ZetaPhone;Joseph Cooley;masculino;cartão de crédito
2025-01-21 08:24:51.263907;1084;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Arnold Mills;masculino;cartão de débito
2025-01-21 08:27:59.099483;1085;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Marvin Cantella;masculino;pix
2025-01-21 09:14:58.070123;1086;Florianópolis;Gustavo Lima;Fone ZetaAudio;Mary Duskey;feminino;pix
2025-01-21 10:00:57.982263;1087;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Charlene Anthony;feminino;cartão de crédito
2025-01-21 12:57:53.888740;1088;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;John Frank;masculino;cartão de débito
2025-01-21 14:12:54.241904;1089;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Tracy Conway;masculino;cartão de crédito
2025-01-21 15:05:52.682926;1090;São Paulo;Lucas Pereira;Fone ZetaAudio;Richard Reynolds;masculino;cartão de débito
2025-01-22 05:51:56.633340;1091;Belo Horizonte;Fernanda;Tablet ZetaPhone;Mary Dawson;feminino;pix
2025-01-23 05:15:53.728798;1092;Porto Alegre;Robson Souza;Tablet ZetaPhone;Rhonda Hosler;feminino;cartão de débito
2025-01-23 08:32:54.569035;1093;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Christopher Osegueda;masculino;pix
2025-01-23 09:24:53.441607;1094;São Paulo;Lucas Pereira;Fone ZetaAudio;Tabatha Allen;feminino;boleto
2025-01-23 10:14:57.736615;1095;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Lloyd Swanger;masculino;pix
2025-01-23 12:10:54.492446;1096;São Paulo;Ana Oliveira;Fone ZetaAudio;Federico Davis;masculino;boleto
2025-01-23 14:27:57.985381;1097;São Paulo;Ana Oliveira;Tablet ZetaPhone;Anthony Bentley;masculino;espécie
2025-01-23 14:47:55.924602;1098;São Paulo;Ana Oliveira;Notebook;Sharon Short;feminino;cartão de débito
2025-01-24 04:51:00.281937;1099;Porto Alegre;Mário Silva;Fone ZetaAudio;Duane Cannella;masculino;cartão de crédito
2025-01-24 06:20:01.201974;1100;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Irma Minjares;feminino;pix
2025-01-24 09:33:55.522666;1101;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Clifford Price;masculino;pix
2025-01-24 10:01:59.680891;1102;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Christopher Rutherford;masculino;pix
2025-01-24 12:55:53.769088;1103;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Andra Babb;feminino;cartão de crédito
2025-01-25 06:35:52.333656;1104;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Carolyn Gray;feminino;boleto
2025-01-25 07:13:00.696567;1105;São Paulo;Lucas Pereira;Fone ZetaAudio;Arturo Melendez;masculino;boleto
2025-01-25 11:43:49.757475;1106;Belo Horizonte;Fernanda;Fone ZetaAudio;Marion Dooley;feminino;boleto
2025-01-25 14:07:57.813431;1107;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Jose Rapkin;masculino;cartão de crédito
2025-01-25 14:13:58.447165;1108;São Paulo;Lucas Pereira;Tablet ZetaPhone;Jo Palmer;feminino;boleto
2025-01-26 08:10:54.988990;1109;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Philip Smith;masculino;cartão de crédito
2025-01-26 10:38:58.065507;1110;Florianópolis;Jorge Ferreira;Notebook;Eric Casto;masculino;cartão de crédito
2025-01-27 04:36:56.436611;1111;Florianópolis;Gustavo Lima;Notebook;April Mojica;feminino;cartão de crédito
2025-01-27 08:54:00.171801;1112;Belo Horizonte;Carlos Silva;Notebook;Mary Rogers;feminino;cartão de débito
2025-01-27 09:31:52.967327;1113;Porto Alegre;Robson Souza;Fone ZetaAudio;James Thompson;masculino;pix
2025-01-27 10:31:58.271401;1114;Florianópolis;Gustavo Lima;Notebook;Reggie Bethel;masculino;pix
2025-01-27 12:33:57.163137;1115;Porto Alegre;Robson Souza;Tablet ZetaPhone;Patty Ortega;feminino;cartão de crédito
2025-01-27 13:21:59.070830;1116;Porto Alegre;Mário Silva;Tablet ZetaPhone;Kendra Mills;feminino;espécie
2025-01-27 14:42:55.953325;1117;São Paulo;Ana Oliveira;Notebook;Henry Cook;masculino;cartão de crédito
2025-01-27 15:12:59.408009;1118;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Ruth Dewitt;feminino;espécie
2025-01-28 07:35:50.107143;1119;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Norman Bell;masculino;espécie
2025-01-28 08:22:56.389468;1120;Belo Horizonte;Carlos Silva;Fone ZetaAudio;William Noy;masculino;pix
2025-01-28 09:02:00.921037;1121;Porto Alegre;Robson Souza;Notebook;Shirley Harris;feminino;pix
2025-01-28 09:09:55.230499;1122;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Claudia Witmer;feminino;cartão de débito
2025-01-28 12:37:01.033883;1123;Florianópolis;Jorge Ferreira;Tablet ZetaPhone;Dillon Padgett;masculino;boleto
2025-01-28 14:07:58.990489;1124;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Flossie Sullivan;feminino;boleto
2025-01-29 04:45:59.071914;1125;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Melissa Grove;feminino;cartão de débito
2025-01-29 11:31:56.633828;1126;São Paulo;Ana Oliveira;Fone ZetaAudio;Cathy Smith;feminino;espécie
2025-01-29 11:45:59.514786;1127;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;William Whitehead;masculino;pix
2025-01-29 12:07:59.893060;1128;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;David Wolfe;masculino;cartão de débito
2025-01-29 15:10:00.073996;1129;São Paulo;Ana Oliveira;Notebook;Frank Johnson;masculino;pix
2025-01-29 15:17:57.696176;1130;São Paulo;Ana Oliveira;Tablet ZetaPhone;William Miller;masculino;cartão de débito
2025-01-30 12:10:50.419454;1131;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Mary Weston;feminino;espécie
2025-01-30 12:43:56.165715;1132;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Charlie Desmith;masculino;pix
2025-01-30 13:36:00.789479;1133;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Emma Bud;feminino;cartão de crédito
2025-01-31 08:25:57.029084;1134;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Michael Murach;masculino;boleto
2025-01-31 12:00:57.973662;1135;Belo Horizonte;Fernanda;Fone ZetaAudio;Lindsey Engle;feminino;cartão de crédito
2025-02-01 05:10:53.169590;1136;Florianópolis;Gustavo Lima;Fone ZetaAudio;Karen Sonnier;feminino;pix
2025-02-01 05:26:49.791729;1137;Porto Alegre;Mário Silva;Smartwatch ZetaWatch;Stephanie Mcconnell;feminino;boleto
2025-02-01 06:23:57.184448;1138;Florianópolis;Jorge Ferreira;Tablet ZetaPhone;George Lahip;masculino;boleto
2025-02-01 06:59:57.233850;1139;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Brandon Crowe;masculino;boleto
2025-02-01 08:33:50.625903;1140;São Paulo;Ana Oliveira;Tablet ZetaPhone;Thomas Neuhaus;masculino;espécie
2025-02-01 09:21:00.013293;1141;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Whitney Bowie;feminino;cartão de débito
2025-02-01 12:30:49.967540;1142;Florianópolis;Jorge Ferreira;Notebook;Vickie Pinales;feminino;cartão de crédito
2025-02-01 13:15:54.425042;1143;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;Joann Smith;feminino;boleto
2025-02-02 05:46:54.737220;1144;São Paulo;Lucas Pereira;Fone ZetaAudio;Natalie Kunde;feminino;cartão de débito
2025-02-02 09:02:50.982459;1145;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Larry Adams;masculino;cartão de crédito
2025-02-02 14:53:00.772932;1146;Belo Horizonte;Fernanda;Notebook;Valeria Leahy;feminino;cartão de débito
2025-02-03 05:15:00.920425;1147;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Corey Guerra;masculino;cartão de débito
2025-02-03 05:46:59.303136;1148;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Barry Reinert;masculino;boleto
2025-02-03 06:46:57.843820;1149;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Gerardo Hamm;masculino;cartão de crédito
2025-02-03 10:34:54.976335;1150;Belo Horizonte;Fernanda;Fone ZetaAudio;Carlos Trimble;masculino;espécie
2025-02-03 15:23:57.391908;1151;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Dwight Farish;masculino;cartão de débito
2025-02-04 06:35:58.801768;1152;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Ella Morrow;feminino;boleto
2025-02-04 07:07:59.670778;1153;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Beatrice Minich;feminino;boleto
2025-02-04 10:22:00.989288;1154;São Paulo;Ana Oliveira;Tablet ZetaPhone;Lance Saunders;masculino;pix
2025-02-04 11:34:50.904811;1155;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Tina Crawford;feminino;espécie
2025-02-04 12:13:58.840474;1156;Porto Alegre;Mário Silva;Tablet ZetaPhone;Christina Dingman;feminino;cartão de crédito
2025-02-05 05:26:54.151054;1157;Porto Alegre;Robson Souza;Notebook;Agnes Gest;feminino;espécie
2025-02-05 06:06:58.800820;1158;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Kathleen Helton;feminino;cartão de débito
2025-02-05 08:25:50.623715;1159;São Paulo;Lucas Pereira;Tablet ZetaPhone;Albert Mitchell;masculino;boleto
2025-02-05 10:33:50.106528;1160;Porto Alegre;Mário Silva;Tablet ZetaPhone;Sofia Lee;feminino;cartão de crédito
2025-02-05 14:21:53.878113;1161;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;James Burris;masculino;cartão de débito
2025-02-06 05:40:53.335335;1162;Porto Alegre;Mário Silva;Fone ZetaAudio;Joanne Ballinger;feminino;cartão de débito
2025-02-06 09:15:55.674465;1163;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Leonard Borrero;masculino;boleto
2025-02-06 11:57:59.893531;1164;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Monique Barker;feminino;cartão de crédito
2025-02-06 12:38:01.236803;1165;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Alex Morton;masculino;cartão de débito
2025-02-06 13:17:54.656970;1166;Porto Alegre;Robson Souza;Fone ZetaAudio;Teresa Zaller;feminino;espécie
2025-02-06 13:50:00.478330;1167;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Victor Dempsey;masculino;boleto
2025-02-07 05:23:59.142911;1168;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Robert Smallwood;masculino;cartão de crédito
2025-02-07 07:21:57.300673;1169;São Paulo;Lucas Pereira;Fone ZetaAudio;Rosa Holland;feminino;boleto
